SET DATEFORMAT dmy;

insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1600, 'Maré de Prata', 152.07, 'Cabo Verde', 'petroleiro', 5749);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1601, 'Esperança', 167.44, 'Burkina Faso', 'graneleiro', 1128);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1602, 'Navegante Solitário', 118.48, 'Canadá', 'porta-contentores', 10828);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1603, 'Barco de Prata', 86.8, 'Níger', 'petroleiro', 15350);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1604, 'Barco de Ouro', 197.18, 'Bahamas', 'petroleiro', 2932);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1605, 'Maré de Sorte', 132.88, 'França', 'cargueiro', 5809);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1606, 'Vento Forte', 83.73, 'Espanha', 'petroleiro', 23078);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1607, 'Estrela Cadente', 93.43, 'Malta', 'petroleiro', 12114);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1608, 'Veleiro de Prata', 66.74, 'Sudão', 'container', 20066);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1609, 'Maré Branca', 202.69, 'Grécia', 'rebocador', 10961);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1610, 'Onda Azul', 127.55, 'Guiné-Bissau', 'porta-contentores', 19684);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1611, 'Veleiro Dourado', 288.05, 'Peru', 'cargueiro', 8284);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1612, 'Estrela do Mar', 60.14, 'Nigéria', 'cargueiro', 1912);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1613, 'Veleiro Encantado', 21.95, 'Cabo Verde', 'ro-ro', 14541);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1614, 'Aurora Boreal', 299.03, 'Ruanda', 'ferry', 10129);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1615, 'Barco de Prata', 181.95, 'Bahamas', 'ferry', 8337);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1616, 'Pérola Negra', 145.45, 'Grécia', 'petroleiro', 2633);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1617, 'Barco Encantado', 389.86, 'Itália', 'ro-ro', 8550);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1618, 'Onda Azul', 348.98, 'Togo', 'ferry', 22518);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1619, 'Maré de Prata', 168.4, 'Finlândia', 'ferry', 8767);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1620, 'Maré Mansa', 11.09, 'Angola', 'ro-ro', 6131);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1621, 'Vento Norte', 222.3, 'Marrocos', 'ro-ro', 21575);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1622, 'Barco Encantado', 178.78, 'Noruega', 'cargueiro', 22420);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1623, 'Vento Forte', 392.74, 'Marrocos', 'rebocador', 15984);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1624, 'Vento Leste', 390.8, 'Macau', 'cargueiro', 7589);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1625, 'Vento Norte', 358.26, 'Colômbia', 'cargueiro', 15685);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1626, 'Onda Azul', 13.07, 'Camarões', 'container', 13787);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1627, 'Estrela do Mar', 372.74, 'Quênia', 'ferry', 11995);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1628, 'Vento Norte', 42.41, 'Guiné-Bissau', 'container', 14974);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1629, 'Pérola Negra', 64.95, 'Barbados', 'ferry', 15654);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1630, 'Maré Viva', 389.3, 'Reino Unido', 'graneleiro', 2858);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1631, 'Navegante Solitário', 232.5, 'Vietnã', 'cargueiro', 20870);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1632, 'Bravo Mar', 249.47, 'Romênia', 'cargueiro', 19174);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1633, 'Barco de Ferro', 350.88, 'Tanzânia', 'petroleiro', 19553);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1634, 'Aurora Boreal', 285.56, 'Barbados', 'porta-contentores', 4805);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1635, 'Maré Alta', 63.49, 'Vietnã', 'ferry', 3886);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1636, 'Barco de Ferro', 384.85, 'Tanzânia', 'petroleiro', 7906);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1637, 'Estrela do Mar', 26.93, 'Timor-Leste', 'porta-contentores', 21609);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1638, 'Navegador do Oeste', 169.8, 'Ucrânia', 'ro-ro', 12343);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1639, 'Maré de Prata', 348.75, 'México', 'container', 10087);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1640, 'Maré de Felicidade', 373.0, 'Benin', 'ferry', 14209);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1641, 'Navegador de Sonhos', 21.56, 'Angola', 'petroleiro', 19950);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1642, 'Barco de Cristal', 303.3, 'Guiné Equatorial', 'container', 15260);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1643, 'Vento Leste', 223.43, 'Uganda', 'petroleiro', 7675);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1644, 'Bravo Mar', 16.65, 'Nicarágua', 'porta-contentores', 2517);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1645, 'Navegante Solitário', 318.87, 'Guiné Equatorial', 'rebocador', 23027);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1646, 'Maré de Aventura', 151.4, 'Guiné-Bissau', 'rebocador', 12013);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1647, 'Onda Azul', 201.51, 'Macau', 'porta-contentores', 21491);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1648, 'Maré de Esperança', 288.22, 'Guiné Equatorial', 'container', 22987);
insert into barco (idbarco, nomebarco, tamanhobarco, paisbarco, tipobarco, capacidadeteu) values (1649, 'Barco de Ouro', 120.46, 'Suriname', 'rebocador', 4431);





insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1896, 'José Sousa', 53, 'm', 'Coastal');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1897, 'Carolina Almeida', 31, 'h', 'CoC Class 2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1898, 'Gonçalo Pereira', 41, 'h', 'STCW II/2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1899, 'Ana Costa', 37, 'm', 'CoC Class 1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1900, 'Catarina Silva', 26, 'h', 'STCW II/2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1901, 'Cátia Santos', 63, 'h', 'CoC Class 2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1902, 'Gonçalo Pereira', 61, 'h', 'Coastal');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1903, 'Carolina Almeida', 18, 'm', 'STCW A-II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1904, 'David Costa', 51, 'h', 'Master Unlimited');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1905, 'Vasco Silva', 41, 'h', 'Master Unlimited');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1906, 'Gonçalo Pereira', 63, 'h', 'STCW A-II/2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1907, 'David Costa', 31, 'h', 'STCW II/3');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1908, 'Andreia Martins', 27, 'm', 'STCW II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1909, 'Cláudia Silva', 54, 'm', 'STCW A-II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1910, 'Tomás Sousa', 20, 'h', 'CoC Class 1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1911, 'António Sousa', 22, 'm', 'Master Unlimited');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1912, 'Rui Fernandes', 40, 'm', 'Pilotage');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1913, 'Mariana Rodrigues', 63, 'm', 'Yachtmaster');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1914, 'Pedro Oliveira', 52, 'h', 'CoC Class 1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1915, 'Francisco Sousa', 42, 'h', 'Master Unlimited');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1916, 'Catarina Silva', 31, 'm', 'CoC Class 1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1917, 'Vasco Silva', 51, 'h', 'Master Unlimited');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1918, 'Pedro Oliveira', 23, 'm', 'Coastal');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1919, 'Rita Martins', 25, 'm', 'STCW II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1920, 'Bruno Martins', 62, 'h', 'STCW II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1921, 'Tiago Santos', 38, 'h', 'STCW II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1922, 'Lara Fernandes', 55, 'h', 'STCW II/2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1923, 'Marta Martins', 54, 'h', 'Coastal');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1924, 'Joana Rodrigues', 39, 'm', 'Pilotage');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1925, 'Pedro Oliveira', 36, 'h', 'STCW II/3');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1926, 'Nuno Fernandes', 47, 'h', 'Yachtmaster');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1927, 'Carolina Almeida', 49, 'h', 'STCW II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1928, 'Miguel Fernandes', 24, 'm', 'STCW A-II/2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1929, 'Cláudia Silva', 44, 'h', 'Coastal');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1930, 'Vanessa Santos', 26, 'm', 'STCW II/3');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1931, 'Tiago Santos', 50, 'm', 'STCW A-II/2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1932, 'Daniel Oliveira', 55, 'm', 'STCW A-II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1933, 'Beatriz Costa', 62, 'm', 'CoC Class 1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1934, 'Maria Santos', 60, 'h', 'CoC Class 1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1935, 'Rita Martins', 55, 'h', 'CoC Class 2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1936, 'Vanessa Santos', 53, 'm', 'STCW A-II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1937, 'Vasco Silva', 54, 'h', 'CoC Class 1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1938, 'Inês Sousa', 65, 'h', 'STCW A-II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1939, 'Daniel Oliveira', 54, 'h', 'STCW II/3');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1940, 'Maria Santos', 63, 'm', 'Coastal');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1941, 'André Almeida', 30, 'h', 'Pilotage');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1942, 'José Sousa', 33, 'm', 'Pilotage');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1943, 'Beatriz Costa', 41, 'm', 'STCW II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1944, 'José Sousa', 58, 'm', 'Master Unlimited');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1945, 'Isabel Costa', 44, 'm', 'Master Unlimited');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1946, 'Ana Costa', 18, 'm', 'CoC Class 1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1947, 'Miguel Fernandes', 36, 'm', 'STCW A-II/1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1948, 'Matilde Pereira', 49, 'h', 'CoC Class 2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1949, 'Joana Rodrigues', 48, 'm', 'CoC Class 2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1950, 'Hugo Santos', 32, 'm', 'Yachtmaster');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1951, 'Diogo Oliveira', 58, 'm', 'CoC Class 1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1952, 'Rui Fernandes', 40, 'm', 'STCW II/3');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1953, 'Francisco Sousa', 25, 'h', 'Master Unlimited');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1954, 'David Costa', 61, 'h', 'STCW II/2');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1955, 'André Almeida', 37, 'm', 'Coastal');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1956, 'Lara Fernandes', 45, 'm', 'CoC Class 1');
insert into condutor (idcondutor, nomecondutor, idadecondutor, sexo, tipocertificado) values (1957, 'Vasco Silva', 46, 'm', 'STCW II/3');
